"Dependentes","Estado.Civil","Idade","Conta.Poupanca","Conta.Salario","Cheque.Sem.Fundo","Conta.Conjunta","Valor.Emprestimo","Multa","Juros","Valor.Emprestimo.Atualizado","PAGO","ID"
1,2,2,2,1,1,1,2,1,1,1,1,1418287
2,2,2,2,1,1,1,2,1,1,1,1,16845399274
2,2,3,2,1,1,1,2,3,3,3,1,1378705
2,2,1,2,1,1,1,2,2,1,1,1,1446862
2,2,1,2,1,2,1,2,2,1,1,1,1445455
2,2,3,2,1,1,1,2,3,3,3,1,1349653
1,2,2,2,1,1,1,2,2,1,1,1,1407976
2,2,1,2,1,1,1,2,3,2,2,1,1378516
2,2,2,2,1,1,1,2,1,1,1,1,1341028
2,2,1,2,1,1,1,2,1,1,1,1,1422439
1,2,2,2,1,1,1,3,3,2,3,1,1496782
1,8,2,2,1,1,1,3,3,3,3,1,1440505
1,8,3,1,1,1,1,2,2,2,2,1,1359157
2,2,1,2,1,1,1,3,2,3,3,1,1384801
2,2,3,2,1,1,1,3,2,3,3,1,1305052
2,2,1,2,1,2,1,2,1,2,2,1,1414870
2,2,3,2,1,1,1,2,2,1,1,1,16818567271
2,2,1,2,1,2,2,2,1,1,1,1,1512346
1,4,2,2,1,2,1,2,1,2,2,1,1368562
1,4,3,2,1,1,1,3,3,3,3,1,46997764
1,8,1,1,1,1,1,3,1,2,2,1,1418140
1,2,2,2,1,1,1,2,3,3,3,1,16961213680
1,2,3,2,1,1,1,2,3,3,3,1,1307125
2,2,2,2,1,2,1,2,2,2,1,1,1343524
1,4,3,1,1,1,1,2,2,2,2,1,16808213668
2,2,2,2,1,1,1,2,1,1,1,1,1485001
2,2,2,2,1,1,2,3,1,2,2,1,1395151
1,8,1,2,1,1,1,2,1,2,2,1,1319617
2,2,3,2,1,1,1,2,2,2,1,1,1372180
2,2,2,2,1,1,1,2,1,2,2,1,1431580
2,2,1,2,1,2,1,3,2,2,3,1,1475500
2,2,3,2,1,1,1,2,2,1,1,1,1409569
1,4,3,2,1,1,1,2,2,2,1,1,1351177
1,2,2,2,1,2,1,2,3,2,2,1,1382014
2,2,3,2,1,1,1,3,2,3,3,1,1438342
1,8,1,1,1,1,1,3,2,3,3,1,1391455
1,8,3,2,2,1,1,3,3,3,3,1,46957846
1,4,3,2,1,1,1,2,2,2,1,1,1406233
2,2,3,2,1,2,1,3,2,2,2,1,1461601
1,4,2,2,1,1,1,3,2,2,3,1,1415185
1,4,1,1,1,1,1,2,1,1,1,1,1351921
2,2,2,2,1,1,1,2,1,1,1,1,1341904
2,2,2,2,1,1,1,2,1,2,2,1,1386976
1,4,3,2,1,1,1,3,1,2,2,1,1383112
2,8,1,2,1,1,1,2,1,2,2,1,1416190
1,2,3,2,1,2,1,2,2,1,1,1,1454164
2,2,3,2,1,2,1,2,1,1,1,1,1487611
2,2,2,2,1,1,2,2,1,2,2,1,1385197
1,2,3,2,1,1,1,2,1,1,1,1,1331119
1,2,3,2,1,1,1,2,1,1,1,1,1411405
2,2,1,2,1,1,1,2,1,1,1,1,1420084
1,8,2,1,1,1,1,2,1,2,2,1,1312255
1,2,1,2,1,1,1,3,2,2,3,1,1503928
1,2,3,2,1,1,1,2,2,2,1,1,1307944
1,8,2,1,1,1,1,2,1,1,1,1,1457368
2,2,2,2,1,1,1,3,2,3,3,1,1340302
2,2,2,2,1,2,1,2,1,2,2,1,1385785
1,8,1,1,1,1,1,2,2,2,1,1,1373218
1,2,2,2,1,2,1,2,1,1,1,1,1431631
1,4,2,2,1,1,1,3,1,2,2,1,1361608
1,8,1,1,1,1,1,3,1,2,2,1,1424461
1,2,3,2,1,2,1,3,2,2,3,1,1427572
2,4,2,2,1,1,1,2,2,1,1,1,16844252077
2,8,1,1,1,1,1,2,3,2,2,1,1328020
1,8,2,1,1,1,1,2,2,1,1,1,1397935
1,2,2,2,1,1,1,2,1,1,1,1,1494988
2,2,3,2,1,1,1,2,1,1,1,1,1398400
1,2,3,2,1,1,1,3,3,3,3,1,1284388
1,2,1,2,1,1,1,2,3,2,2,1,1385926
2,2,2,2,1,1,1,2,1,1,1,1,1402327
2,2,2,2,1,2,1,2,1,1,2,1,1477672
1,2,2,2,1,1,1,2,1,1,2,1,1415440
1,8,1,1,1,1,1,3,2,3,3,1,1369480
1,8,2,1,1,1,1,2,2,2,2,1,1328848
2,2,1,2,1,2,1,2,1,1,1,1,1488982
1,2,2,2,1,2,1,2,1,1,1,1,1397233
2,2,2,2,1,1,1,2,2,2,2,1,1387180
2,2,3,2,1,1,1,2,1,1,1,1,1394728
2,2,2,2,1,1,1,2,1,1,2,1,1423630
2,2,1,2,1,1,1,2,1,1,2,1,1419973
2,2,2,2,1,1,1,3,2,2,2,1,1414582
1,2,1,2,1,2,1,2,1,1,1,1,1439650
1,4,2,2,1,2,1,2,2,2,2,1,46963498
1,2,3,2,1,1,1,3,2,3,3,1,1368016
2,2,1,2,1,1,1,3,2,3,2,1,1437004
2,2,1,2,1,2,1,3,1,2,2,1,1419508
1,4,2,2,1,1,1,2,1,2,2,1,1392748
1,8,1,1,1,1,1,2,1,2,2,1,1391080
2,2,1,2,1,1,1,3,2,2,3,1,1505065
1,4,1,2,1,2,1,3,1,2,2,1,1424878
2,2,2,2,1,1,1,2,2,1,1,1,1417408
1,3,2,1,1,1,1,3,3,3,3,1,1320028
2,2,1,2,1,1,1,3,2,2,2,1,1415545
1,2,3,2,1,1,1,2,3,3,3,1,1323676
1,4,3,2,1,1,1,2,2,2,2,1,46963330
1,4,3,2,1,2,1,3,3,3,3,1,1380289
2,2,1,2,1,1,1,3,3,3,3,1,1394731
1,2,2,2,1,1,1,3,2,2,3,1,1466899
1,2,2,2,1,1,1,2,1,1,1,1,1401676
1,2,1,2,1,1,2,2,2,1,2,1,1500955
2,2,1,2,1,1,1,3,2,3,3,1,1394419
1,2,1,2,1,2,1,3,3,3,3,1,46996948
1,8,1,1,1,1,1,2,3,2,2,1,1348456
1,2,3,2,1,2,1,3,3,3,3,1,46964065
1,4,2,2,1,1,1,2,2,1,1,1,16917872074
2,2,1,2,1,1,1,2,1,1,1,1,1457500
1,2,2,2,1,1,1,2,1,1,1,1,1455016
2,2,3,2,1,1,2,2,2,1,1,1,1430644
2,2,3,2,1,2,1,2,3,2,2,1,1382998
2,2,3,2,1,1,1,2,2,2,2,1,46962700
1,4,1,2,1,1,1,3,1,2,2,1,1381228
2,2,3,2,1,1,1,2,2,2,2,1,1349638
1,2,3,2,1,2,1,3,3,3,3,1,46952383
2,2,2,2,1,2,1,2,2,1,1,1,1398073
2,2,1,2,1,1,1,2,2,1,1,1,1476328
1,2,2,2,1,2,1,2,1,1,1,1,1391977
1,2,2,2,1,1,1,2,2,1,1,1,1491508
2,2,1,2,1,1,1,3,1,2,2,1,1433329
1,8,1,1,1,1,1,2,1,2,2,1,1395523
1,4,3,2,1,2,1,3,3,3,3,1,21600723268
1,8,1,1,1,1,1,2,1,2,2,1,1393918
2,8,3,2,1,1,1,2,1,1,1,1,1371412
2,2,2,2,1,2,1,3,2,3,2,1,1386268
1,8,1,1,1,1,1,3,3,3,3,1,16804392868
1,2,3,2,1,2,1,2,3,2,2,1,1402297
1,4,3,2,1,1,1,2,3,3,3,1,1391815
1,2,1,2,1,1,1,2,3,1,2,1,1475062
1,2,1,2,1,1,1,2,2,1,1,1,1499125
1,2,2,2,1,1,1,2,3,2,2,1,1451518
2,8,1,2,1,1,1,2,3,3,3,1,1370968
1,2,1,2,1,2,1,2,2,1,1,1,1430713
1,4,2,2,1,1,1,2,1,2,1,1,1284148
1,4,1,2,1,1,1,2,1,1,1,1,1387828
1,2,2,2,1,2,1,2,3,2,2,1,1330852
1,2,1,2,1,1,1,2,2,2,2,1,1411507
1,2,1,2,2,1,1,3,2,3,3,1,1404037
1,3,2,1,1,1,1,2,2,1,1,1,1312828
1,4,3,1,1,1,1,2,3,3,2,1,1360993
1,4,2,2,1,1,1,3,1,3,2,1,1312561
1,4,2,2,1,2,1,2,1,2,2,1,1401724
2,2,2,2,1,1,1,2,1,2,2,1,1413589
1,4,3,2,1,1,1,3,1,2,2,1,1340149
2,2,3,2,1,1,1,2,2,2,2,1,46964380
1,4,3,2,1,1,1,2,2,2,1,1,1337959
1,2,3,2,1,1,1,2,2,1,1,1,1411885
2,2,3,2,1,1,1,3,2,3,3,1,1312471
2,2,3,2,1,1,1,3,1,1,2,1,1512124
1,2,2,2,1,2,1,3,3,3,3,1,1495468
1,4,2,2,1,1,1,2,1,1,1,1,1424536
1,8,1,1,1,2,1,3,2,3,3,1,1382938
2,2,1,2,1,1,1,2,2,1,1,1,1427131
2,2,1,2,1,1,1,3,2,3,3,1,1436068
1,2,1,2,1,2,1,3,1,2,2,1,1442233
1,2,2,2,1,1,1,2,3,3,3,1,1378261
1,4,2,2,1,1,1,2,2,2,2,1,16897865668
1,8,3,1,1,1,1,2,3,2,2,1,1400830
1,2,3,2,1,2,1,3,3,3,3,1,46979053
1,8,3,1,1,1,1,2,3,3,3,1,1372504
1,4,1,2,1,2,1,2,2,1,1,1,1436023
1,4,2,2,1,1,1,3,1,3,2,1,1374364
1,4,3,2,1,1,1,2,1,2,1,1,1317388
1,2,2,2,1,2,1,2,1,1,1,1,1462552
1,2,2,2,1,1,1,2,1,1,1,1,1379539
1,4,1,2,1,1,1,2,1,2,2,1,1369084
1,2,2,2,1,1,1,2,1,2,2,1,1419247
1,2,3,2,1,1,1,2,3,3,3,1,1391950
2,2,3,2,1,1,1,2,2,2,2,1,1405771
2,2,1,2,1,1,1,2,1,2,2,1,1422634
2,2,2,2,1,1,1,2,3,2,2,1,1388092
2,2,1,2,1,1,1,2,1,1,2,1,1509478
2,2,2,2,1,2,1,3,2,2,2,1,1466848
1,2,2,2,1,1,1,2,3,3,3,1,16805976880
2,2,2,2,1,1,1,2,3,2,2,1,1377862
1,8,1,1,1,1,1,2,1,1,1,1,1371991
1,2,1,2,1,1,1,2,2,1,1,1,1479043
1,4,2,2,1,1,1,2,1,1,1,1,1379866
2,2,3,2,1,1,1,3,3,3,1,1,1454695
1,2,2,2,1,1,1,2,2,1,1,1,1328569
1,2,2,2,1,1,1,2,1,1,1,1,1339066
1,4,2,2,1,1,1,3,2,3,3,1,1318063
1,8,3,1,1,1,1,2,3,3,3,1,1374220
1,8,1,1,1,1,1,2,1,2,1,1,1417930
1,4,3,2,1,2,1,3,3,3,3,1,46975138
1,2,1,2,1,2,1,3,1,2,2,1,1468816
1,2,2,2,1,1,1,2,1,2,2,1,1400071
2,2,2,2,1,1,1,2,1,1,1,1,1368133
2,2,3,2,1,1,1,2,1,1,1,1,1451413
1,4,2,2,1,1,1,2,2,2,2,1,1340452
1,2,2,2,1,1,2,2,1,1,1,1,1449409
1,4,1,2,1,2,1,3,2,3,3,1,1397848
2,2,1,2,1,1,1,2,1,2,2,1,1383712
2,2,2,2,1,2,2,2,1,1,1,1,1485406
2,2,3,2,1,2,1,2,2,2,1,1,1350088
1,8,1,2,1,1,1,2,2,2,2,1,16870601671
2,2,3,2,1,1,1,2,1,2,2,1,1319992
1,2,2,2,1,2,1,3,2,2,3,1,1466761
1,8,3,1,1,2,1,2,1,1,2,1,1419136
1,2,2,2,1,1,1,2,1,1,1,1,1372753
1,2,3,2,1,1,1,2,2,2,1,1,1335844
1,8,3,1,1,2,1,2,1,2,2,1,1341232
1,4,2,2,1,1,1,3,2,3,3,1,1462036
1,2,2,2,1,1,1,2,1,2,2,1,1387177
1,8,2,1,1,1,1,2,2,2,1,1,1339615
1,4,3,1,1,1,1,3,3,3,3,1,16829120068
1,2,1,2,1,1,1,2,1,1,2,1,1468117
2,2,3,2,1,2,1,2,3,3,3,1,1372744
2,2,3,2,1,1,1,2,1,2,2,1,1368376
1,2,1,2,1,2,1,2,2,1,1,1,1493020
2,2,1,2,1,2,1,2,1,2,2,1,1487515
1,8,1,1,1,1,1,2,3,3,3,1,1394200
1,2,3,2,1,2,1,2,1,1,1,1,1417804
1,2,2,2,2,2,1,2,2,2,2,1,1381528
1,4,3,2,1,2,1,3,2,3,3,1,47016598
2,2,3,2,1,1,1,2,2,1,1,1,1379308
1,2,3,2,1,2,2,2,2,1,1,1,1480630
1,2,1,2,1,1,1,3,1,2,2,1,1419616
1,3,3,1,1,2,1,2,3,2,2,1,1375744
2,2,3,2,1,1,1,2,1,2,2,1,1423555
2,2,2,2,1,1,1,2,1,1,1,1,1513108
1,2,3,2,1,1,1,3,2,3,3,1,47008264
1,2,2,2,1,1,1,3,2,3,3,1,1337128
2,8,2,2,1,1,1,3,2,2,2,1,1396615
1,2,2,2,1,2,1,3,3,3,3,1,46986220
1,4,2,2,1,1,1,2,2,1,1,1,1392841
1,4,1,2,1,1,1,2,2,1,1,1,1466776
1,2,1,2,1,1,1,2,1,1,1,1,1440589
1,8,3,1,1,1,1,2,1,2,2,1,1313356
2,2,2,2,1,1,2,2,1,1,1,1,1510183
2,2,3,2,1,1,1,3,1,2,2,1,1394893
1,2,3,2,1,1,1,3,3,3,3,1,21599189677
2,2,3,2,1,1,1,2,2,1,1,1,1410331
1,8,3,1,1,2,1,2,2,1,1,1,16947303271
1,4,3,2,1,1,1,2,2,2,2,1,1347562
1,8,1,1,1,1,1,2,3,3,3,1,16955544868
2,2,1,2,1,2,1,2,1,1,1,1,1513084
2,2,3,2,1,2,1,2,1,1,1,1,1495111
1,2,2,2,1,1,1,2,3,2,2,1,16828952071
2,2,1,2,1,1,1,3,2,3,3,1,1375285
2,2,1,2,1,2,1,3,2,3,3,1,1458010
1,2,3,2,2,1,1,3,1,2,2,1,1437001
2,2,3,2,1,1,1,3,1,2,2,1,1422931
1,8,2,1,1,1,1,2,1,1,1,1,1418773
2,2,2,2,1,1,1,2,2,1,1,1,1374439
1,4,2,2,1,1,1,2,3,3,3,1,1361464
2,2,3,2,1,1,1,2,2,2,2,1,1316122
2,2,1,2,1,1,1,3,2,2,3,1,1422283
2,2,3,2,1,2,1,2,2,2,1,1,16844153674
1,2,3,2,1,1,1,2,2,1,1,1,1391212
1,8,2,1,1,1,1,3,1,3,2,1,1313608
2,4,3,2,1,1,1,2,3,2,2,1,1375501
2,2,1,2,1,2,1,2,1,1,1,1,47017588
1,4,2,2,1,1,1,3,2,3,3,1,1314562
2,2,1,2,1,1,1,3,2,2,2,1,1456759
1,4,2,2,1,1,1,2,2,1,1,1,16800615268
1,4,3,2,1,2,1,3,3,3,2,1,46998130
1,2,2,2,1,1,1,2,2,2,2,1,1390234
1,2,3,2,1,2,1,2,2,1,1,1,1442692
2,2,3,2,1,1,1,2,1,1,1,1,16866790468
1,2,1,2,2,1,1,2,2,1,1,1,1489027
1,4,1,2,1,1,1,2,1,2,2,1,1382389
1,2,3,2,1,1,1,2,1,2,2,1,1307884
1,4,2,2,1,1,1,2,3,3,3,1,1341175
2,2,3,2,1,1,1,3,1,2,2,1,1382419
1,4,2,2,1,1,1,2,3,2,2,1,1420921
1,2,2,2,2,2,1,3,2,2,3,1,1464157
1,3,1,1,1,2,1,3,3,3,3,1,16953180871
1,2,2,1,1,1,1,3,3,3,3,1,16806252868
1,4,3,2,1,1,1,2,3,2,2,1,1350391
1,4,3,2,1,1,1,2,1,2,2,1,1336495
1,4,3,2,1,1,1,2,2,2,1,1,1371247
2,2,2,2,1,1,1,2,1,1,1,1,1411135
1,2,3,2,1,1,1,3,2,2,3,1,1472332
2,3,3,1,1,1,1,2,3,2,2,1,1406923
1,2,3,1,1,1,1,2,2,1,1,1,1482844
1,4,1,2,1,1,1,3,2,3,3,1,1376263
2,2,3,2,1,1,1,2,1,1,1,1,1467916
1,4,1,2,1,2,1,3,3,3,3,1,46997374
1,2,2,2,1,1,1,2,1,1,1,1,16804553671
1,8,2,1,1,1,1,2,2,2,1,1,16861800868
2,2,3,2,1,1,1,2,1,2,2,1,1373908
2,2,2,2,1,2,1,3,2,2,2,1,1419505
2,2,3,2,1,1,1,2,1,2,2,1,1338256
2,2,3,2,1,1,1,3,3,3,3,1,16829067268
1,2,2,2,1,1,1,3,2,3,3,1,1353763
1,4,3,2,1,1,1,2,1,3,2,1,1384525
1,2,1,2,1,2,1,2,3,1,2,1,1444657
1,4,3,2,1,1,1,3,2,2,2,1,1414324
2,2,1,2,1,2,1,3,2,2,3,1,1424236
1,2,2,2,1,1,1,3,2,3,3,1,1434571
1,2,3,2,1,2,1,3,3,3,3,1,21644842468
1,2,2,2,1,2,1,3,3,3,3,1,47007058
1,2,1,2,1,1,1,3,2,2,3,1,1474945
2,2,1,2,1,2,1,3,1,1,2,1,1474576
2,2,1,2,1,2,1,2,1,1,1,1,1489234
2,2,3,2,1,1,1,2,1,2,1,1,1389091
2,2,2,2,1,2,1,3,2,3,3,1,1310053
2,2,2,2,1,1,1,3,2,2,3,1,1475707
1,4,3,2,2,1,1,2,3,2,2,1,21647000071
1,2,3,2,1,1,1,2,2,1,1,1,1371439
2,2,2,2,1,2,1,2,1,1,2,1,1498006
1,8,1,1,1,2,1,2,1,1,1,1,1400836
2,2,1,2,1,1,1,2,3,2,2,1,1456567
2,2,1,2,1,1,1,2,1,1,2,1,1474588
1,8,1,1,1,1,1,2,3,3,3,1,1392160
2,2,1,2,1,1,1,2,1,2,1,1,1392211
2,4,2,2,1,1,1,2,2,2,2,1,1304281
2,2,3,2,1,2,1,2,1,1,1,1,1500736
1,4,1,2,1,1,1,3,2,3,3,1,1348333
1,2,2,2,1,1,1,2,2,1,1,1,16806447277
2,2,1,2,1,1,1,2,2,1,1,1,1403860
2,2,3,2,1,2,1,2,1,1,1,1,1503892
2,2,3,2,1,1,1,2,2,1,1,1,1483603
1,2,1,2,1,1,1,2,2,1,1,1,1488256
2,2,1,2,1,1,1,2,1,1,1,1,1469530
1,3,3,1,1,1,1,2,3,3,3,1,21610925668
2,2,1,2,1,2,1,3,1,2,2,1,1443241
2,2,2,2,1,2,1,3,3,3,3,1,1430512
2,2,1,2,1,1,1,2,3,3,2,1,1382653
1,2,2,2,1,1,1,2,2,2,2,1,1413946
1,4,3,2,1,1,1,2,1,2,1,1,1312696
1,8,3,1,1,2,1,2,1,2,2,1,1409380
1,4,3,2,1,1,1,2,2,1,1,1,1380412
2,2,2,2,1,1,1,2,2,1,1,1,1351576
2,4,3,2,1,1,1,3,3,3,2,1,1339021
1,8,2,1,1,1,1,2,1,1,1,1,1360393
2,2,3,2,1,1,2,2,1,2,2,1,1397860
1,2,1,2,1,2,1,3,2,3,3,1,1396963
2,2,2,2,1,1,1,2,2,2,2,1,1350055
2,3,2,1,1,1,1,3,3,3,3,1,1436149
1,2,3,2,1,2,1,3,3,3,3,1,1461913
2,2,1,2,1,1,1,2,2,1,1,1,1375054
1,2,3,2,2,1,1,3,3,3,3,1,1469470
1,4,2,2,1,1,1,2,2,3,2,1,46955284
2,2,1,2,1,1,1,3,2,2,2,1,1469923
2,2,2,2,1,1,1,2,1,2,2,1,1368151
1,3,1,1,1,1,1,2,2,2,2,1,1387489
1,4,2,2,1,1,1,3,2,3,3,1,1313614
1,2,2,2,1,2,1,3,3,3,3,1,16802012068
1,4,2,2,1,1,1,3,2,3,3,1,1381720
2,2,3,2,1,2,1,2,3,2,2,1,1485799
2,4,2,2,1,1,1,2,1,1,1,1,1473856
1,4,1,2,1,1,1,2,1,2,2,1,1386286
2,2,3,2,1,1,1,3,1,2,2,1,1413346
1,4,2,2,1,1,1,2,3,2,2,1,1348951
1,2,3,2,1,1,1,2,2,1,1,1,1435795
1,4,2,2,1,1,1,2,2,2,2,1,16815334468
1,8,2,1,1,1,1,2,1,2,2,1,1355776
2,2,3,2,1,1,1,2,1,1,1,1,1500181
1,8,2,1,1,1,1,2,3,3,3,1,1374964
2,4,1,2,1,2,1,3,2,3,3,1,1501438
2,2,1,2,1,1,1,3,1,2,2,1,1422568
2,2,1,2,1,1,1,3,2,3,3,1,1384825
1,2,3,2,1,2,1,2,2,1,1,1,1402486
2,2,1,2,1,2,1,2,1,1,1,1,1389565
2,2,1,2,1,1,1,2,1,2,1,1,1441618
2,2,3,2,1,1,1,2,2,2,1,1,16832386471
2,2,3,2,1,1,1,2,1,1,1,1,1338565
1,8,2,1,1,1,1,2,1,1,1,1,16944440071
1,8,1,1,1,1,1,2,1,2,2,1,1413673
1,8,3,1,1,1,1,2,3,3,3,1,16877189668
1,4,1,2,1,1,1,3,3,3,3,1,1386328
1,2,2,2,2,1,1,3,3,3,3,1,46988284
1,2,1,2,1,1,1,2,2,1,1,1,1463344
2,2,2,2,1,1,1,2,1,2,1,1,1347565
1,2,3,2,1,1,1,3,1,2,2,1,1420387
1,4,2,2,1,1,1,2,2,2,1,1,1381630
2,2,1,2,1,2,1,2,1,1,2,1,1470148
1,2,3,2,1,2,1,2,2,2,2,1,1322812
2,2,3,2,1,2,1,2,1,1,1,1,1500172
2,8,1,2,1,1,2,2,2,1,1,1,16958667271
1,8,3,1,1,1,1,2,2,2,2,1,1321456
1,8,1,1,1,1,1,2,1,2,2,1,1381996
1,4,1,2,1,1,1,2,2,1,1,1,1407091
1,2,2,2,1,1,1,3,3,3,3,1,1391425
2,2,3,2,1,1,1,2,1,2,2,1,1354630
1,2,3,2,1,2,1,3,3,2,3,1,1510426
2,2,1,2,1,1,1,2,2,1,1,1,1423306
1,2,3,2,1,2,1,2,2,1,1,1,16844460883
1,8,2,1,1,1,1,2,2,1,1,1,1408543
2,2,1,2,1,1,1,2,1,1,2,1,1506196
1,2,1,2,1,2,1,2,1,2,2,1,1396831
1,2,2,2,1,1,1,2,2,1,1,1,1480411
1,2,2,2,1,2,1,2,3,1,2,1,1478737
2,2,2,2,1,1,1,2,1,1,1,1,1382332
1,2,1,2,1,1,1,3,2,2,3,1,1415170
2,2,3,2,1,1,1,3,2,3,3,1,1377109
2,2,2,2,1,1,1,2,1,2,1,1,1368898
2,4,2,2,1,1,1,2,1,1,1,1,47016352
1,4,2,2,1,2,1,3,1,2,2,1,1385836
1,2,3,2,1,1,1,2,2,1,1,1,1477669
1,8,2,1,1,1,1,2,3,3,2,1,21601376068
1,3,1,2,1,1,1,3,2,2,2,1,1385176
1,8,3,1,1,1,1,2,2,2,1,1,16810882468
2,2,2,2,1,2,1,3,2,2,2,1,1415509
1,4,2,2,1,1,1,2,1,2,2,1,1329622
1,2,2,2,1,2,1,2,2,1,1,1,1372537
2,2,2,2,1,1,1,2,1,1,2,1,1423144
1,8,3,2,1,1,1,3,3,3,3,1,16836212068
2,2,3,2,1,2,1,2,2,2,2,1,1343338
1,11,3,1,1,1,1,2,2,2,2,1,46958830
1,8,2,1,1,1,1,3,1,2,2,1,1386400
1,4,3,2,1,1,1,2,1,2,2,1,1373908
1,2,2,2,1,1,1,2,1,1,1,1,1480660
2,8,1,1,1,1,1,2,2,2,2,1,1370173
1,2,2,2,1,1,1,3,2,3,3,1,1376362
1,8,3,2,2,1,1,3,2,3,3,1,1330111
2,2,3,2,1,2,1,2,2,1,1,1,1449169
1,2,3,2,2,2,1,3,3,3,3,1,1416208
2,2,1,2,1,1,1,2,1,1,1,1,1393960
1,4,3,2,1,2,1,2,3,2,2,1,1377040
2,2,1,2,1,2,1,2,1,2,2,1,1501045
1,2,1,2,1,2,1,3,3,3,3,1,47015335
1,4,1,2,1,1,1,2,2,1,1,1,1417582
1,2,3,2,1,1,1,2,3,3,3,1,1332880
2,2,3,2,1,1,1,3,2,3,3,1,1395736
2,8,3,1,1,1,1,2,2,1,1,1,1391818
1,4,2,2,1,2,1,2,1,1,1,1,1401544
1,2,2,2,1,1,1,2,2,2,2,1,47013220
1,2,2,2,1,1,1,3,2,3,3,1,1387159
2,2,3,2,1,1,1,2,1,2,2,1,1391560
1,8,1,2,1,1,1,2,2,1,1,1,1382455
1,4,3,2,1,1,1,2,1,1,1,1,1418536
1,2,3,2,1,1,1,2,1,1,1,1,1479799
1,2,3,2,2,2,1,3,3,3,3,1,21615310471
1,2,3,2,1,2,1,3,3,3,3,1,1355017
2,2,3,2,1,2,1,3,1,2,2,1,1457674
1,4,3,2,1,2,1,3,2,3,3,1,1345495
1,2,1,2,1,2,1,3,2,3,3,1,1414192
2,2,3,2,1,2,1,2,1,1,1,1,1476628
2,2,2,2,1,2,1,2,1,1,2,1,1417972
1,4,3,1,1,1,1,2,2,1,1,1,1306732
1,8,2,1,1,1,1,2,1,2,2,1,1415209
1,4,2,2,1,1,1,3,3,3,3,1,21640966468
2,2,1,2,1,1,1,2,1,2,2,1,1395274
1,4,3,2,1,1,1,2,2,2,2,1,1328914
1,4,2,2,1,1,1,2,2,1,1,1,1452457
2,2,2,2,1,1,1,2,3,3,3,1,1373311
1,8,1,1,1,2,1,2,3,2,2,1,1432252
1,4,2,2,1,1,1,3,2,3,3,1,1342717
2,2,2,2,1,1,1,2,1,2,2,1,1338190
1,4,2,2,1,1,1,2,3,2,2,1,1378996
1,2,2,2,1,2,1,3,2,3,3,1,1386961
1,2,3,2,1,1,1,3,1,2,2,1,1412848
2,2,3,2,1,2,1,3,3,3,3,1,16801076068
2,2,1,2,1,1,1,2,1,1,2,1,1512052
1,2,3,2,1,1,1,2,3,3,3,1,1404016
2,2,1,2,1,2,1,2,2,1,1,1,1497154
2,2,2,2,1,2,1,3,1,2,2,1,1455313
2,2,3,2,1,1,1,2,1,1,1,1,1500781
2,2,3,2,1,1,2,3,2,3,3,1,1391587
1,4,1,2,1,1,1,2,3,3,2,1,1374751
1,2,2,2,1,1,1,2,3,2,3,1,1489294
1,4,2,2,1,1,1,2,1,2,1,1,1330285
1,8,1,1,1,1,1,3,1,3,2,1,1374124
2,2,3,2,1,1,2,2,1,2,2,1,1385023
1,4,2,2,1,1,1,2,1,1,1,1,1462015
1,4,1,2,1,1,1,2,3,3,3,1,1393633
1,2,2,2,1,1,1,2,2,1,1,1,1393975
1,4,1,2,1,1,1,2,2,1,1,1,1461988
2,4,1,2,1,1,1,2,2,2,2,1,1378897
2,2,1,2,1,1,1,3,2,3,3,1,1383952
1,4,3,2,1,1,1,2,3,3,3,1,1322428
2,2,3,2,1,1,1,2,1,1,1,1,1430272
1,2,1,2,2,1,1,3,3,3,3,1,16870347268
2,2,2,2,1,1,1,2,1,2,2,1,1321000
1,8,2,1,1,1,1,2,2,3,2,1,16800226468
1,2,2,2,1,1,1,2,1,2,2,1,1363003
1,8,2,1,1,1,1,2,2,2,1,1,1329010
1,2,2,2,1,2,1,2,3,2,2,1,1401295
1,4,2,2,1,1,1,2,2,2,2,1,46964356
1,2,3,2,1,1,1,2,2,1,1,1,1405504
1,4,3,2,1,1,1,2,2,1,2,1,16943367268
1,2,3,2,1,2,1,2,1,1,1,1,46955884
1,4,1,2,1,1,1,2,1,2,2,1,1394266
1,4,2,2,1,1,1,2,2,3,2,1,46958254
2,2,3,2,1,1,1,3,2,3,3,1,1395064
2,2,3,2,1,1,1,2,2,2,2,1,1329052
1,2,1,2,1,2,1,3,3,3,3,1,16948486468
2,2,2,2,1,2,1,2,2,1,1,1,16830994474
2,2,3,2,1,2,1,3,2,3,3,1,1344094
1,2,1,2,1,1,1,2,1,1,1,1,1468897
1,8,3,2,1,1,2,2,2,2,2,1,1350643
2,2,1,2,1,1,1,3,2,1,2,1,1504834
1,4,3,2,1,1,1,3,2,3,2,1,46955401
2,2,1,2,1,2,1,2,1,1,2,1,1502047
2,2,1,2,1,2,1,2,1,2,2,1,1426330
2,2,1,2,1,2,1,2,1,1,1,1,1478449
2,4,1,2,1,1,1,3,2,2,2,1,1504861
2,2,1,2,1,1,1,2,1,1,2,1,1503793
2,2,2,2,1,2,1,3,3,3,3,1,1432099
1,2,2,2,1,1,1,3,3,3,3,1,46955323
2,2,3,2,1,1,1,3,3,3,3,1,16819008868
2,4,1,2,1,1,1,3,2,2,3,1,1505200
1,3,3,1,1,2,1,3,3,3,3,1,1442590
